R1, R2, C1, C2
8D, D0, 7A, 77
E0, FB, 7A, 78
E4, E2, 7A, 79
B7, B6, 7A, 7A
2D, AF, 7A, 7B
E1, FA, 7A, 7C
F9, E1, 7A, 7D
5F, DA, 7A, 7E
6F, 6C, 7A, 7F
6A, 97, 7A, 80
C4, 13, 7A, 81
B0, 87, 7A, 82
16, EF, 7A, 83
E5, 13, 7A, 84
B8, 4B, 7A, 85
53, 20, 7A, 86
D, F4, 7A, 87
FA, 3E, 7A, 88
41, F, 7A, 89
9A, 5B, 7A, 8A
6A, A9, 7A, 8B
C4, 40, 7A, 8C
B3, 7A, 7A, 8D
C, D0, 7A, 8E
E5, 38, 7A, 8F
B9, 20, 7A, 90
58, 95, 7A, 91
59, C3, 7A, 92
FA, 67, 7A, 93
42, A4, 7A, 94
85, 56, 7A, 95
6A, BB, 7A, 96
C4, 95, 7A, 97
B6, 31, 7A, 98
22, C5, 7A, 99
E5, 5, 7A, 9A
B9, 85, 7A, 9B
5E, E, 7A, 9C
65, DE, 7A, 9D
FA, 4C, 7A, 9E
43, D9, 7A, 9F
B0, 4D, 7A, A0
6A, 99, 7A, A1
C5, 2A, 7A, A2
B8, E4, 7A, A3
58, CE, 7A, A4
E5, 76, 7A, A5
BA, 5A, 7A, A6
43, 83, 7A, A7
B1, D5, 7A, A8
FA, E5, 7A, A9
45, E, 7A, AA
BB, 38, 7A, AB
6A, EF, 7A, AC
C5, 2F, 7A, AD
BB, DB, 7A, AE
4E, B3, 7A, AF
E5, 27, 7A, B0
BB, 5F, 7A, B1
49, 74, 7A, B2
DD, A0, 7A, B3
FA, 9A, 7A, B4
46, E3, 7A, B5
A6, 37, 7A, B6
6A, F9, 7A, B7
C5, 8C, 7A, B8
BE, E, 7A, B9
64, A4, 7A, BA
E5, 24, 7A, BB
BB, 94, 7A, BC
4E, E9, 7A, BD
E9, BF, 7A, BE
FA, AB, 7A, BF
48, 58, 7A, C0
D1, 22, 7A, C1
6A, 9B, 7A, C2
C6, 41, 7A, C3
A1, 45, 7A, C4
9A, A9, 7A, C5
E5, D1, 7A, C6
BC, 29, 7A, C7
74, 62, 7A, C8
35, 8B, 7A, C9
FB, 48, 7A, CA
49, D, 7A, CB
DC, 19, 7A, CC
6A, A9, 7A, CD
C6, 16, 7A, CE
A3, B8, 7A, CF
B0, 92, 7A, D0
E5, CA, 7A, D1
BD, 4E, 7A, D2
79, D7, 7A, D3
41, 80, 7A, D4
FB, 39, 7A, D5
4A, A2, 7A, D6
C7, 14, 7A, D7
6A, B7, 7A, D8
C6, BB, 7A, D9
A6, EF, 7A, DA
A6, 87, 7A, DB
E5, CB, 7A, DC
BD, A3, 7A, DD
7F, 48, 7A, DE
6D, 9D, 7A, DF
FB, F6, 7A, E0
4C, 57, 7A, E1
F2, 3, 7A, E2
6A, 99, 7A, E3
C7, 58, 7A, E4
A9, 22, 7A, E5
DC, 88, 7A, E6
E5, B0, 7A, E7
BE, F8, 7A, E8
64, 3D, 7A, E9
B9, 6A, 7A, EA
FB, 2F, 7A, EB
4D, C, 7A, EC
FD, FE, 7A, ED
6A, 6B, 7A, EE
C7, FD, 7A, EF
AC, 99, 7A, F0
F2, 7D, 7A, F1
E5, 6D, 7A, F2
BF, BD, 7A, F3
6A, B6, 7A, F4
C5, 67, 7A, F5
FB, 54, 7A, F6
4E, 61, 7A, F7
E8, F5, 7A, F8
6A, 69, 7A, F9
C7, 42, 7A, FA
AE, 4C, 7A, FB
E8, 66, 7A, FC
E5, 6E, 7A, FD
BF, 72, 7A, FE
6F, 2B, 7A, FF
FD, 96, 7B, 0
71, B7, 7B, 1
13, E2, 7B, 2
6A, 99, 7B, 3
C9, B8, 7B, 4
D0, C2, 7B, 5
1D, 6B, 7B, 6
E7, 90, 7B, 7
A1, 18, 7B, 8
95, 1D, 7B, 9
38, 4D, 7B, A
FD, 8F, 7B, B
70, 2C, 7B, C
1C, DF, 7B, D
6A, AB, 7B, E
C9, DD, 7B, F
D5, B9, 7B, 10
33, 5E, 7B, 11
E7, 8D, 7B, 12
A0, 9D, 7B, 13
9B, 96, 7B, 14
44, 40, 7B, 15
FD, F4, 7B, 16
73, 41, 7B, 17
9, D4, 7B, 18
6A, A9, 7B, 19
C9, 62, 7B, 1A
D7, 6C, 7B, 1B
29, 45, 7B, 1C
E7, 8E, 7B, 1D
A0, 52, 7B, 1E
9E, B, 7B, 1F
90, 5B, 7B, 20
FD, 3D, 7B, 21
75, F6, 7B, 22
32, C1, 7B, 23
6A, 9F, 7B, 24
C8, 97, 7B, 25
D8, 23, 7B, 26
5F, 48, 7B, 27
E7, EF, 7B, 28
A3, 57, 7B, 29
84, FC, 7B, 2A
BC, 2E, 7B, 2B
FD, 72, 7B, 2C
74, 6B, 7B, 2D
3F, BE, 7B, 2E
6A, E9, 7B, 2F
C8, 44, 7B, 30
DD, 96, 7B, 31
75, 3F, 7B, 32
E7, AC, 7B, 33
A2, 8C, 7B, 34
8B, 71, 7B, 35
C8, 21, 7B, 36
FD, 13, 7B, 37
76, C0, 7B, 38
28, AB, 7B, 39
6A, EB, 7B, 3A
C8, 9, 7B, 3B
DE, CD, 7B, 3C
6B, 22, 7B, 3D
E7, A9, 7B, 3E
A2, 21, 7B, 3F
B1, EA, 7B, 40
14, 35, 7B, 41
FC, D0, 7B, 42
79, B5, 7B, 43
55, A0, 7B, 44
6A, 99, 7B, 45
CB, EE, 7B, 46
C0, 0, 7B, 47
81, 29, 7B, 48
E7, 72, 7B, 49
A5, 46, 7B, 4A
B4, 5F, 7B, 4B
20, E, 7B, 4C
FC, D1, 7B, 4D
78, 2A, 7B, 4E
5E, 9D, 7B, 4F
6A, B7, 7B, 50
CB, 63, 7B, 51
C5, 77, 7B, 52
B7, 1C, 7B, 53
E7, 43, 7B, 54
A4, BB, 7B, 55
BA, D0, 7B, 56
4C, 3, 7B, 57
FC, 8E, 7B, 58
7A, DF, 7B, 59
4B, 8A, 7B, 5A
6A, A9, 7B, 5B
CB, 10, 7B, 5C
C6, AA, 7B, 5D
AD, 3, 7B, 5E
E7, 48, 7B, 5F
A7, F0, 7B, 60
A1, 45, 7B, 61
98, 14, 7B, 62
FC, 77, 7B, 63
7D, 74, 7B, 64
74, 87, 7B, 65
6A, 9B, 7B, 66
CA, C5, 7B, 67
CB, E1, 7B, 68
C3, F6, 7B, 69
E7, D5, 7B, 6A
A7, B5, 7B, 6B
A7, 3E, 7B, 6C
A4, E9, 7B, 6D
FC, BC, 7B, 6E
7C, E9, 7B, 6F
61, 7C, 7B, 70
6A, 79, 7B, 71
CA, 9A, 7B, 72
CD, D4, 7B, 73
F9, FD, 7B, 74
E7, E6, 7B, 75
A6, 6A, 7B, 76
AA, B3, 7B, 77
F0, E2, 7B, 78
FC, F5, 7B, 79
7E, 5E, 7B, 7A
6A, 69, 7B, 7B
6A, 6F, 7B, 7C
92, 0, 7B, 7D
CE, 8B, 7B, 7E
EF, E0, 7B, 7F
E6, 17, 7B, 80
A9, F, 7B, 81
D0, 24, 7B, 82
1C, F4, 7B, 83
FF, A, 7B, 84
61, B3, 7B, 85
97, 66, 7B, 86
6A, 99, 7B, 87
CD, 5C, 7B, 88
F3, 7E, 7B, 89
5, D6, 7B, 8A
E6, 34, 7B, 8B
A9, E4, 7B, 8C
D7, 99, 7B, 8D
28, CB, 7B, 8E
FF, 1B, 7B, 8F
63, 28, 7B, 90
80, 53, 7B, 91
6A, BB, 7B, 92
CD, B1, 7B, 93
F4, 35, 7B, 94
3B, DB, 7B, 95
E6, 1, 7B, 96
A8, 59, 7B, 97
DD, 12, 7B, 98
74, DE, 7B, 99
FF, 58, 7B, 9A
62, 5D, 7B, 9B
8D, 48, 7B, 9C
6A, A9, 7B, 9D
CD, C6, 7B, 9E
F6, E8, 7B, 9F
51, C0, 7B, A0
E6, 7A, 7B, A1
AB, 1E, 7B, A2
C0, 87, 7B, A3
80, D5, 7B, A4
FF, A9, 7B, A5
65, F2, 7B, A6
B6, 45, 7B, A7
6A, 97, 7B, A8
CC, B, 7B, A9
FB, DF, 7B, AA
47, B5, 7B, AB
E6, 1B, 7B, AC
AB, 93, 7B, AD
C6, 78, 7B, AE
AC, A8, 7B, AF
FF, 86, 7B, B0
67, 67, 7B, B1
A3, 32, 7B, B2
6A, F9, 7B, B3
CC, E8, 7B, B4
FC, 12, 7B, B5
7D, BA, 7B, B6
E6, 20, 7B, B7
AA, C8, 7B, B8
CD, ED, 7B, B9
F8, BF, 7B, BA
FF, BF, 7B, BB
66, DC, 7B, BC
AC, 2F, 7B, BD
6A, EB, 7B, BE
CC, AD, 7B, BF
E1, 49, 7B, C0
93, AF, 7B, C1
E6, DD, 7B, C2
AD, 6D, 7B, C3
F3, 66, 7B, C4
4, B3, 7B, C5
FE, 44, 7B, C6
69, B1, 7B, C7
D9, 24, 7B, C8
6A, A9, 7B, C9
CF, 32, 7B, CA
E3, BC, 7B, CB
89, 94, 7B, CC
E6, FE, 7B, CD
AD, 82, 7B, CE
F6, DB, 7B, CF
50, 88, 7B, D0
FE, 2D, 7B, D1
6B, 26, 7B, D2
C2, 11, 7B, D3
6A, BF, 7B, D4
CF, C7, 7B, D5
E4, F3, 7B, D6
BF, 99, 7B, D7
E6, DF, 7B, D8
AC, E7, 7B, D9
FC, 4C, 7B, DA
7C, 9D, 7B, DB
FE, 2, 7B, DC
6A, DB, 7B, DD
CF, E, 7B, DE
6A, A9, 7B, DF
CE, 74, 7B, E0
E9, 26, 7B, E1
D5, 8E, 7B, E2
E6, BC, 7B, E3
AF, 3C, 7B, E4
E3, C1, 7B, E5
88, 92, 7B, E6
FE, E3, 7B, E7
6C, 70, 7B, E8
F8, FB, 7B, E9
6A, 6B, 7B, EA
CE, D9, 7B, EB
EA, 9D, 7B, EC
CB, 73, 7B, ED
E6, 59, 7B, EE
AF, 71, 7B, EF
E9, BA, 7B, F0
D4, 67, 7B, F1
FE, 40, 7B, F2
6F, E5, 7B, F3
E5, F0, 7B, F4
6A, 79, 7B, F5
CE, 3E, 7B, F6
EC, 50, 7B, F7
E1, 78, 7B, F8
E6, 62, 7B, F9
AE, 36, 7B, FA
EC, 2F, 7B, FB
E0, 7C, 7B, FC
FE, 61, 7B, FD
6E, 5A, 7B, FE
EE, ED, 7B, FF
F2, 94, 7C, 0
12, C7, 7C, 1
16, 61, 7C, 2
EA, 9C, 7C, 3
D2, DC, 7C, 4
10, 22, 7C, 5
B, 6D, 7C, 6
E2, 83, 7C, 7
93, 90, 7C, 8
1B, DC, 7C, 9
6E, AB, 7C, A
F2, F9, 7C, B
11, BC, 7C, C
8, 5C, 7C, D
EA, B9, 7C, E
D2, 51, 7C, F
1A, 99, 7C, 10
57, 58, 7C, 11
E2, E0, 7C, 12
90, C5, 7C, 13
6, D7, 7C, 14
6E, B9, 7C, 15
F2, 1E, 7C, 16
17, 71, 7C, 17
22, 57, 7C, 18
EA, 82, 7C, 19
D3, 16, 7C, 1A
1F, C, 7C, 1B
63, 43, 7C, 1C
E2, C1, 7C, 1D
91, 7A, 7C, 1E
D, CA, 7C, 1F
6E, 97, 7C, 20
F3, B3, 7C, 21
1A, 26, 7C, 22
54, 42, 7C, 23
EA, F3, 7C, 24
D0, EB, 7C, 25
1, 83, 7C, 26
8F, 4E, 7C, 27
E2, 1E, 7C, 28
97, EF, 7C, 29
38, BD, 7C, 2A
6E, E9, 7C, 2B
F3, A0, 7C, 2C
19, 9B, 7C, 2D
4E, 3D, 7C, 2E
EA, 98, 7C, 2F
D1, C0, 7C, 30
A, 76, 7C, 31
DB, 39, 7C, 32
E2, 7, 7C, 33
94, 44, 7C, 34
27, B0, 7C, 35
6E, FB, 7C, 36
F3, 75, 7C, 37
1C, D0, 7C, 38
60, 28, 7C, 39
EA, A5, 7C, 3A
D1, 65, 7C, 3B
C, ED, 7C, 3C
E7, 24, 7C, 3D
E2, 2C, 7C, 3E
95, 39, 7C, 3F
52, AB, 7C, 40
6E, 99, 7C, 41
F0, CA, 7C, 42
2, 5, 7C, 43
9A, 23, 7C, 44
EA, 56, 7C, 45
D6, BA, 7C, 46
31, 60, 7C, 47
33, 2E, 7C, 48
E3, C5, 7C, 49
9B, AE, 7C, 4A
59, 9E, 7C, 4B
6E, AF, 7C, 4C
F0, 8F, 7C, 4D
1, 7A, 7C, 4E
8C, 1E, 7C, 4F
EA, 47, 7C, 50
9F, 0, 7C, 51
3B, D7, 7C, 52
5F, 1B, 7C, 53
E3, BA, 7C, 54
98, 43, 7C, 55
44, 91, 7C, 56
6E, B9, 7C, 57
F0, 2C, 7C, 58
4, AF, 7C, 59
A6, 9, 7C, 5A
EA, 44, 7C, 5B
D7, 34, 7C, 5C
3C, 4A, 7C, 5D
6B, 4, 7C, 5E
E3, 8B, 7C, 5F
9E, F8, 7C, 60
73, 84, 7C, 61
6E, 9B, 7C, 62
F1, E1, 7C, 63
B, E4, 7C, 64
D8, 4, 7C, 65
EA, 31, 7C, 66
D4, 89, 7C, 67
26, C1, 7C, 68
B7, F1, 7C, 69
E3, A8, 7C, 6A
9F, 6D, 7C, 6B
7E, 7F, 7C, 6C
6E, 69, 7C, 6D
F1, 76, 7C, 6E
9, D9, 7C, 6F
BA, 0, 7C, 70
EA, EA, 7C, 71
D5, 2E, 7C, 72
2B, B4, 7C, 73
C3, FA, 7C, 74
E3, D9, 7C, 75
9C, C2, 7C, 76
65, 72, 7C, 77
6E, 77, 7C, 78
F1, DB, 7C, 79
C, 8E, 7C, 7A
E4, EA, 7C, 7B
EA, EB, 7C, 7C
D5, C3, 7C, 7D
2D, 2B, 7C, 7E
EF, E7, 7C, 7F
E0, 16, 7C, 80
82, 37, 7C, 81
90, 65, 7C, 82
6E, 99, 7C, 83
F6, 38, 7C, 84
33, 43, 7C, 85
1E, E4, 7C, 86
EB, 10, 7C, 87
DA, 98, 7C, 88
56, 9E, 7C, 89
3B, D3, 7C, 8A
E0, F, 7C, 8B
83, AC, 7C, 8C
9F, 58, 7C, 8D
6E, AB, 7C, 8E
F6, 5D, 7C, 8F
36, 38, 7C, 90
30, D1, 7C, 91
EB, D, 7C, 92
DB, 1D, 7C, 93
58, 15, 7C, 94
47, DE, 7C, 95
E0, 74, 7C, 96
80, C1, 7C, 97
8A, 53, 7C, 98
6E, A9, 7C, 99
F6, E2, 7C, 9A
34, ED, 7C, 9B
2A, CA, 7C, 9C
EB, E, 7C, 9D
DB, D2, 7C, 9E
5D, 88, 7C, 9F
93, C5, 7C, A0
E0, BD, 7C, A1
86, 76, 7C, A2
B1, 46, 7C, A3
6E, 9F, 7C, A4
F7, 17, 7C, A5
3B, A2, 7C, A6
5C, C7, 7C, A7
EB, 6F, 7C, A8
D8, D7, 7C, A9
47, 7F, 7C, AA
BF, B0, 7C, AB
E0, F2, 7C, AC
87, EB, 7C, AD
BC, 39, 7C, AE
6E, E9, 7C, AF
F7, C4, 7C, B0
3E, 17, 7C, B1
76, B0, 7C, B2
EB, 2C, 7C, B3
D9, C, 7C, B4
48, F2, 7C, B5
CB, BF, 7C, B6
E0, 93, 7C, B7
85, 40, 7C, B8
AB, 2C, 7C, B9
6E, EB, 7C, BA
F7, 89, 7C, BB
3D, 4C, 7C, BC
68, AD, 7C, BD
EB, 29, 7C, BE
D9, A1, 7C, BF
72, 69, 7C, C0
17, AB, 7C, C1
E1, 50, 7C, C2
8A, 35, 7C, C3
D6, 27, 7C, C4
6E, 99, 7C, C5
F4, 6E, 7C, C6
23, 81, 7C, C7
82, A6, 7C, C8
EB, F2, 7C, C9
DE, C6, 7C, CA
77, DC, 7C, CB
23, 90, 7C, CC
E1, 51, 7C, CD
8B, AA, 7C, CE
DD, 1A, 7C, CF
6E, B7, 7C, D0
F4, E3, 7C, D1
26, F6, 7C, D2
B4, 93, 7C, D3
EB, C3, 7C, D4
DF, 3B, 7C, D5
79, 53, 7C, D6
4F, 9D, 7C, D7
E1, E, 7C, D8
89, 5F, 7C, D9
C8, D, 7C, DA
6E, A9, 7C, DB
F4, 90, 7C, DC
25, 2B, 7C, DD
AE, 8C, 7C, DE
EB, C8, 7C, DF
DC, 70, 7C, E0
62, C6, 7C, E1
9B, 8A, 7C, E2
E1, F7, 7C, E3
8E, F4, 7C, E4
F7, 0, 7C, E5
6E, 9B, 7C, E6
F5, 45, 7C, E7
28, 60, 7C, E8
C0, 79, 7C, E9
EB, 55, 7C, EA
DC, 35, 7C, EB
64, BD, 7C, EC
A7, 77, 7C, ED
E1, 3C, 7C, EE
8F, 69, 7C, EF
E2, FB, 7C, F0
6E, 79, 7C, F1
F5, 1A, 7C, F2
2E, 55, 7C, F3
FA, 72, 7C, F4
EB, 66, 7C, F5
DD, EA, 7C, F6
69, 30, 7C, F7
F3, 7C, 7C, F8
E1, 75, 7C, F9
8D, DE, 7C, FA
E9, EE, 7C, FB
6E, 6F, 7C, FC
F5, 7F, 7C, FD
2D, A, 7C, FE
EC, 6F, 7C, FF
C3, 90, 7D, 0
93, 26, 7D, 1
1A, 6D, 7D, 2
E7, 97, 7D, 3
B3, 14, 7D, 4
16, E1, 7D, 5
6E, 9B, 7D, 6
FB, A5, 7D, 7
51, 80, 7D, 8
1, 5A, 7D, 9
E9, B5, 7D, A
C3, 15, 7D, B
95, 9D, 7D, C
26, 50, 7D, D
E7, 9C, 7D, E
B2, 49, 7D, F
3, DA, 7D, 10
6E, B9, 7D, 11
FB, 3A, 7D, 12
57, 75, 7D, 13
3B, 51, 7D, 14
E9, 86, 7D, 15
C2, CA, 7D, 16
98, 10, 7D, 17
72, 5B, 7D, 18
E7, D5, 7D, 19
B0, FE, 7D, 1A
8, CF, 7D, 1B
6E, AF, 7D, 1C
FB, 5F, 7D, 1D
54, 2A, 7D, 1E
2D, 4C, 7D, 1F
E9, F7, 7D, 20
C1, AF, 7D, 21
82, 87, 7D, 22
9E, 4E, 7D, 23
E7, 2A, 7D, 24
B7, 13, 7D, 25
35, C0, 7D, 26
6E, 99, 7D, 27
FA, FC, 7D, 28
59, 9F, 7D, 29
47, 3B, 7D, 2A
E9, 94, 7D, 2B
C1, 4, 7D, 2C
85, 7A, 7D, 2D
AA, 31, 7D, 2E
E7, 7B, 7D, 2F
B5, C8, 7D, 30
22, B5, 7D, 31
6E, FB, 7D, 32
FA, 51, 7D, 33
5E, D4, 7D, 34
79, 36, 7D, 35
E9, A1, 7D, 36
C0, B9, 7D, 37
8F, F1, 7D, 38
F6, 24, 7D, 39
E7, 38, 7D, 3A
B4, BD, 7D, 3B
2F, AE, 7D, 3C
6E, E9, 7D, 3D
FA, 26, 7D, 3E
5C, 9, 7D, 3F
93, 2D, 7D, 40
E9, 5A, 7D, 41
C7, FE, 7D, 42
B2, 64, 7D, 43
2, 2E, 7D, 44
E6, C9, 7D, 45
BB, 12, 7D, 46
54, A3, 7D, 47
6E, 97, 7D, 48
F9, AB, 7D, 49
41, 7E, 7D, 4A
85, 18, 7D, 4B
E9, 7B, 7D, 4C
C7, 33, 7D, 4D
B4, DB, 7D, 4E
2E, 13, 7D, 4F
E6, A6, 7D, 50
B9, C7, 7D, 51
41, 94, 7D, 52
6E, B9, 7D, 53
F9, 48, 7D, 54
46, B3, 7D, 55
BF, 17, 7D, 56
E9, 40, 7D, 57
C6, 68, 7D, 58
BF, 4E, 7D, 59
7A, 4, 7D, 5A
E6, 9F, 7D, 5B
B8, 7C, 7D, 5C
4E, 89, 7D, 5D
6E, AB, 7D, 5E
F9, D, 7D, 5F
4B, E8, 7D, 60
D1, 2, 7D, 61
E9, 3D, 7D, 62
C5, CD, 7D, 63
A1, C5, 7D, 64
86, 9, 7D, 65
E6, 64, 7D, 66
BF, 11, 7D, 67
7B, 82, 7D, 68
6E, 69, 7D, 69
F8, 52, 7D, 6A
49, DD, 7D, 6B
CB, F9, 7D, 6C
E9, DE, 7D, 6D
C5, E2, 7D, 6E
A4, B8, 7D, 6F
D2, F2, 7D, 70
E6, CD, 7D, 71
BD, 46, 7D, 72
60, 77, 7D, 73
6E, 7F, 7D, 74
F8, A7, 7D, 75
4E, 92, 7D, 76
FD, F4, 7D, 77
B1, 0, 7D, 78
C4, 87, 7D, 79
AE, 2F, 7D, 7A
FE, E7, 7D, 7B
E6, E2, 7D, 7C
BC, BB, 7D, 7D
6D, 68, 7D, 7E
6E, 69, 7D, 7F
FF, 14, 7D, 80
73, 47, 7D, 81
17, E2, 7D, 82
E8, 1C, 7D, 83
CB, 5C, 7D, 84
D1, A2, 7D, 85
A, EB, 7D, 86
E5, 3, 7D, 87
A2, 10, 7D, 88
9A, 5D, 7D, 89
6E, AB, 7D, 8A
FF, 79, 7D, 8B
70, 3C, 7D, 8C
9, DF, 7D, 8D
E8, 39, 7D, 8E
CB, D1, 7D, 8F
DB, 19, 7D, 90
56, DE, 7D, 91
E5, 60, 7D, 92
A1, 45, 7D, 93
87, 56, 7D, 94
6E, B9, 7D, 95
FF, 9E, 7D, 96
76, F1, 7D, 97
23, D4, 7D, 98
E8, 2, 7D, 99
CA, 96, 7D, 9A
DE, 8C, 7D, 9B
62, C5, 7D, 9C
E5, 41, 7D, 9D
A0, FA, 7D, 9E
8C, 4B, 7D, 9F
6E, 97, 7D, A0
FE, 33, 7D, A1
7B, A6, 7D, A2
55, C1, 7D, A3
E8, 73, 7D, A4
C9, 6B, 7D, A5
C0, 3, 7D, A6
8E, C8, 7D, A7
E5, 9E, 7D, A8
A6, 6F, 7D, A9
B9, 3C, 7D, AA
6E, E9, 7D, AB
FE, 20, 7D, AC
78, 1B, 7D, AD
4F, BE, 7D, AE
E8, 18, 7D, AF
C8, 40, 7D, B0
CB, F6, 7D, B1
DA, BF, 7D, B2
E5, 87, 7D, B3
A5, C4, 7D, B4
A6, 31, 7D, B5
6E, FB, 7D, B6
FE, F5, 7D, B7
7D, 50, 7D, B8
61, AB, 7D, B9
E8, 25, 7D, BA
C8, E5, 7D, BB
CD, 6D, 7D, BC
E6, A2, 7D, BD
E5, AC, 7D, BE
A4, B9, 7D, BF
D3, 2A, 7D, C0
6E, 99, 7D, C1
FD, 4A, 7D, C2
63, 85, 7D, C3
9B, A0, 7D, C4
E8, D6, 7D, C5
CF, 3A, 7D, C6
F0, E0, 7D, C7
32, A8, 7D, C8
E4, 45, 7D, C9
AA, 2E, 7D, CA
D8, 1F, 7D, CB
6E, AF, 7D, CC
FD, F, 7D, CD
60, FA, 7D, CE
8D, 9D, 7D, CF
E8, C7, 7D, D0
CE, 7F, 7D, D1
FA, 57, 7D, D2
5E, 9D, 7D, D3
E4, 3A, 7D, D4
A9, C3, 7D, D5
C5, 10, 7D, D6
6E, B9, 7D, D7
FD, AC, 7D, D8
65, 2F, 7D, D9
A7, 8A, 7D, DA
E8, C4, 7D, DB
CE, B4, 7D, DC
FD, CA, 7D, DD
6A, 82, 7D, DE
E4, B, 7D, DF
AF, 78, 7D, E0
F2, 5, 7D, E1
6E, 9B, 7D, E2
FC, 61, 7D, E3
6A, 64, 7D, E4
D9, 87, 7D, E5
E8, B1, 7D, E6
CD, 9, 7D, E7
E7, 41, 7D, E8
B6, 77, 7D, E9
E4, 28, 7D, EA
AE, ED, 7D, EB
FF, FE, 7D, EC
6E, 69, 7D, ED
FC, F6, 7D, EE
68, 59, 7D, EF
F3, 7C, 7D, F0
E8, 6A, 7D, F1
CC, AE, 7D, F2
EA, 34, 7D, F3
C2, 7C, 7D, F4
E4, 59, 7D, F5
AD, 42, 7D, F6
E4, F3, 7D, F7
6E, 77, 7D, F8
FC, 5B, 7D, F9
6D, E, 7D, FA
E5, 69, 7D, FB
E8, 6B, 7D, FC
CC, 43, 7D, FD
EC, AB, 7D, FE
EE, 61, 7D, FF
D4, 98, 7E, 0
15, E6, 7E, 1
6A, 9B, 7E, 2
E4, 81, 7E, 3
95, 84, 7E, 4
1E, 60, 7E, 5
E8, 91, 7E, 6
F4, E9, 7E, 7
10, A0, 7E, 8
31, 58, 7E, 9
EC, 88, 7E, A
D5, CD, 7E, B
18, DD, 7E, C
6A, A9, 7E, D
E4, D6, 7E, E
97, 79, 7E, F
34, 5B, 7E, 10
E8, 8A, 7E, 11
F5, 8E, 7E, 12
1D, 15, 7E, 13
45, 53, 7E, 14
EC, F9, 7E, 15
D6, 62, 7E, 16
3, D0, 7E, 17
6A, B7, 7E, 18
E4, 7B, 7E, 19
92, 2E, 7E, 1A
22, 4E, 7E, 1B
E8, 8B, 7E, 1C
F5, 63, 7E, 1D
1B, 8A, 7E, 1E
69, 4E, 7E, 1F
EC, 36, 7E, 20
D0, 97, 7E, 21
36, C7, 7E, 22
6A, 99, 7E, 23
E5, 98, 7E, 24
9D, E3, 7E, 25
58, 41, 7E, 26
E8, F0, 7E, 27
F6, 38, 7E, 28
0, 7F, 7E, 29
BD, 39, 7E, 2A
EC, 6F, 7E, 2B
D1, 4C, 7E, 2C
39, BA, 7E, 2D
6A, EB, 7E, 2E
E5, BD, 7E, 2F
98, D8, 7E, 30
76, 34, 7E, 31
E8, AD, 7E, 32
F7, FD, 7E, 33
E, F4, 7E, 34
C1, 34, 7E, 35
EC, 14, 7E, 36
D2, 21, 7E, 37
2C, B1, 7E, 38
6A, E9, 7E, 39
E5, 2, 7E, 3A
9A, D, 7E, 3B
6C, 2F, 7E, 3C
E8, AE, 7E, 3D
F7, 32, 7E, 3E
B, 69, 7E, 3F
15, 2E, 7E, 40
ED, DD, 7E, 41
DC, 96, 7E, 42
57, A4, 7E, 43
6A, 9F, 7E, 44
E6, F7, 7E, 45
85, 42, 7E, 46
9A, 22, 7E, 47
E8, 4F, 7E, 48
F0, 77, 7E, 49
31, DE, 7E, 4A
39, 1B, 7E, 4B
ED, D2, 7E, 4C
DD, 4B, 7E, 4D
5A, 9B, 7E, 4E
6A, A9, 7E, 4F
E6, 64, 7E, 50
80, B7, 7E, 51
B0, 15, 7E, 52
E8, 4C, 7E, 53
F1, AC, 7E, 54
3E, 53, 7E, 55
4D, 14, 7E, 56
ED, B3, 7E, 57
DF, E0, 7E, 58
4D, 8E, 7E, 59
6A, AB, 7E, 5A
E6, 29, 7E, 5B
83, EC, 7E, 5C
AE, 8, 7E, 5D
E8, 49, 7E, 5E
F1, 1, 7E, 5F
24, C8, 7E, 60
91, 1, 7E, 61
ED, 70, 7E, 62
D8, 95, 7E, 63
70, 85, 7E, 64
6A, 99, 7E, 65
E7, CE, 7E, 66
8D, 21, 7E, 67
C4, 3, 7E, 68
E8, D2, 7E, 69
F2, A6, 7E, 6A
21, BD, 7E, 6B
A5, FA, 7E, 6C
ED, B1, 7E, 6D
D9, CA, 7E, 6E
7B, 78, 7E, 6F
6A, 77, 7E, 70
E7, 83, 7E, 71
88, 96, 7E, 72
F2, F6, 7E, 73
E8, E3, 7E, 74
F3, 5B, 7E, 75
2F, 32, 7E, 76
C9, F7, 7E, 77
ED, EE, 7E, 78
DB, 3F, 7E, 79
6E, 6F, 7E, 7A
6A, 69, 7E, 7B
E7, F0, 7E, 7C
8B, 4B, 7E, 7D
E8, E9, 7E, 7E
E8, E8, 7E, 7F
FC, 10, 7E, 80
54, A7, 7E, 81
1D, E3, 7E, 82
EE, 17, 7E, 83
C4, 94, 7E, 84
91, 62, 7E, 85
6A, 9B, 7E, 86
E0, 25, 7E, 87
B6, 0, 7E, 88
6, DD, 7E, 89
E9, 35, 7E, 8A
FC, 95, 7E, 8B
52, 1C, 7E, 8C
21, DE, 7E, 8D
EE, 1C, 7E, 8E
C5, C9, 7E, 8F
84, 59, 7E, 90
6A, B9, 7E, 91
E0, BA, 7E, 92
B0, F5, 7E, 93
3C, D6, 7E, 94
E9, 6, 7E, 95
FD, 4A, 7E, 96
5F, 91, 7E, 97
75, D5, 7E, 98
EE, 55, 7E, 99
C7, 7E, 7E, 9A
8F, 4C, 7E, 9B
6A, AF, 7E, 9C
E0, DF, 7E, 9D
