R1, R2, C1, C2
CB, D1, 44, 42
52, B1, 44, 43
9E, 9E, 44, 44
9E, 9E, 44, 45
F8, EE, 44, 46
CB, C, 44, 47
4A, 56, 44, 48
52, 4D, 44, 49
9E, 44, 44, 4A
FF, 43, 44, 4B
EB, F3, 44, 4C
CB, D6, 44, 4D
53, 2C, 44, 4E
95, A1, 44, 4F
9E, B6, 44, 50
F8, 6D, 44, 51
CE, 79, 44, 52
7C, 61, 44, 53
52, 42, 44, 54
9F, BF, 44, 55
F1, CE, 44, 56
87, FC, 44, 57
CB, 8F, 44, 58
51, C7, 44, 59
80, B4, 44, 5A
9E, AA, 44, 5B
F8, 10, 44, 5C
CD, A2, 44, 5D
66, 7C, 44, 5E
52, 4B, 44, 5F
9C, F2, 44, 60
EA, 55, 44, 61
53, E9, 44, 62
CB, 74, 44, 63
56, 72, 44, 64
BF, BF, 44, 65
9E, 9A, 44, 66
F9, C7, 44, 67
C0, EF, 44, 68
8, 77, 44, 69
52, D4, 44, 6A
9C, B5, 44, 6B
EC, 20, 44, 6C
6F, 12, 44, 6D
CB, BD, 44, 6E
57, ED, 44, 6F
AA, 42, 44, 70
9E, 76, 44, 71
F9, 9A, 44, 72
C6, D8, 44, 73
32, 82, 44, 74
52, E1, 44, 75
9D, 68, 44, 76
E1, AF, 44, 77
3B, 1F, 44, 78
CB, EA, 44, 79
55, 58, 44, 7A
A1, 55, 44, 7B
9E, 6E, 44, 7C
F9, F9, 44, 7D
C5, 85, 44, 7E
24, 9D, 44, 7F
53, 16, 44, 80
92, 3, 44, 81
9B, 3A, 44, 82
D7, B, 44, 83
C8, B, 44, 84
4A, B3, 44, 85
5C, 58, 44, 86
9E, 9A, 44, 87
FE, 5C, 44, 88
F8, 4E, 44, 89
CE, A9, 44, 8A
53, 37, 44, 8B
92, E6, 44, 8C
9C, 81, 44, 8D
E3, 36, 44, 8E
C8, 18, 44, 8F
48, 2E, 44, 90
4B, 63, 44, 91
9E, BA, 44, 92
FE, B3, 44, 93
FF, 3B, 44, 94
F0, A2, 44, 95
53, 0, 44, 96
93, 59, 44, 97
96, C, 44, 98
BF, 3D, 44, 99
C8, 59, 44, 9A
49, 59, 44, 9B
46, 76, 44, 9C
9E, AE, 44, 9D
FE, C6, 44, 9E
FD, E4, 44, 9F
9A, BF, 44, A0
53, 75, 44, A1
90, 1C, 44, A2
8B, 9B, 44, A3
4B, 28, 44, A4
C8, AE, 44, A5
4E, F4, 44, A6
7D, 79, 44, A7
9E, 96, 44, A8
FF, 75, 44, A9
F0, D1, 44, AA
8C, C8, 44, AB
53, 1A, 44, AC
90, 97, 44, AD
8D, 66, 44, AE
67, 57, 44, AF
C8, 87, 44, B0
4C, 6F, 44, B1
68, C, 44, B2
9E, FA, 44, B3
FF, E8, 44, B4
F7, 1A, 44, B5
B6, C5, 44, B6
53, 23, 44, B7
91, CA, 44, B8
86, ED, 44, B9
33, 42, 44, BA
C8, BC, 44, BB
4D, DA, 44, BC
67, 17, 44, BD
9E, EA, 44, BE
FF, AF, 44, BF
EA, 47, 44, C0
58, DE, 44, C1
53, DC, 44, C2
96, 6D, 44, C3
B8, 78, 44, C4
CF, 48, 44, C5
C9, 45, 44, C6
42, B5, 44, C7
12, 1A, 44, C8
9E, 96, 44, C9
FC, 32, 44, CA
E8, B0, 44, CB
42, EB, 44, CC
53, F9, 44, CD
96, 80, 44, CE
BD, C7, 44, CF
9B, 75, 44, D0
C9, 22, 44, D1
40, 20, 44, D2
9, 2D, 44, D3
9E, BE, 44, D4
FC, C1, 44, D5
EF, FD, 44, D6
74, E4, 44, D7
53, DE, 44, D8
97, FB, 44, D9
B7, 52, 44, DA
B7, 62, 44, DB
C9, 3, 44, DC
41, DB, 44, DD
4, 30, 44, DE
9E, AA, 44, DF
FD, 74, 44, E0
E2, 26, 44, E1
1E, F1, 44, E2
53, BF, 44, E3
94, 3E, 44, E4
A8, D9, 44, E5
43, 6F, 44, E6
C9, E0, 44, E7
47, 76, 44, E8
33, 3B, 44, E9
9E, 6A, 44, EA
FD, DB, 44, EB
E1, 93, 44, EC
0, A, 44, ED
53, 58, 44, EE
94, 71, 44, EF
A2, A4, 44, F0
1F, 94, 44, F1
C9, 41, 44, F2
44, E1, 44, F3
2E, CE, 44, F4
9E, 7E, 44, F5
FD, 3E, 44, F6
E7, 5C, 44, F7
2A, 7, 44, F8
53, 7D, 44, F9
95, 34, 44, FA
A7, 33, 44, FB
2B, 81, 44, FC
C9, 66, 44, FD
45, 5C, 44, FE
25, D1, 44, FF
F3, 94, 45, 0
9B, C6, 45, 1
DF, 12, 45, 2
51, 9F, 45, 3
8B, DE, 45, 4
59, 39, 45, 5
C2, 88, 45, 6
CF, 80, 45, 7
7A, 96, 45, 8
D2, DA, 45, 9
9E, AA, 45, A
F3, FB, 45, B
98, B3, 45, C
C1, 29, 45, D
51, B8, 45, E
8B, 51, 45, F
53, 84, 45, 10
9E, B3, 45, 11
CF, E1, 45, 12
79, C1, 45, 13
CF, EF, 45, 14
9E, BE, 45, 15
F3, 1E, 45, 16
9E, 7C, 45, 17
EB, 24, 45, 18
51, 9D, 45, 19
8A, 14, 45, 1A
56, 13, 45, 1B
AA, A6, 45, 1C
CF, C6, 45, 1D
78, 7C, 45, 1E
C4, F0, 45, 1F
9E, 96, 45, 20
F2, BD, 45, 21
93, 29, 45, 22
9D, 33, 45, 23
51, F2, 45, 24
89, EF, 45, 25
48, 9E, 45, 26
46, A9, 45, 27
CF, 1F, 45, 28
7E, 97, 45, 29
F1, 85, 45, 2A
9E, EA, 45, 2B
F2, A0, 45, 2C
90, 92, 45, 2D
87, 4E, 45, 2E
51, 9B, 45, 2F
88, C2, 45, 30
43, 65, 45, 31
12, DC, 45, 32
CF, 4, 45, 33
7D, 42, 45, 34
EE, 8E, 45, 35
9E, FA, 45, 36
F2, 77, 45, 37
95, DF, 45, 38
A9, 45, 45, 39
51, A4, 45, 3A
88, 65, 45, 3B
45, F0, 45, 3C
2E, C7, 45, 3D
CF, 2D, 45, 3E
7C, 3D, 45, 3F
9B, 93, 45, 40
9E, 96, 45, 41
F1, CA, 45, 42
8B, 8, 45, 43
53, 50, 45, 44
51, 51, 45, 45
8F, B8, 45, 46
78, 7F, 45, 47
FA, CB, 45, 48
CE, FA, 45, 49
72, A8, 45, 4A
90, A4, 45, 4B
9E, AE, 45, 4C
F1, 89, 45, 4D
88, 75, 45, 4E
45, 6F, 45, 4F
51, 46, 45, 50
8E, F3, 45, 51
72, CA, 45, 52
96, FC, 45, 53
CE, BB, 45, 54
71, 43, 45, 55
8D, A9, 45, 56
9E, BA, 45, 57
F1, 2C, 45, 58
8D, BE, 45, 59
6F, 7A, 45, 5A
51, 47, 45, 5B
8E, 36, 45, 5C
75, 51, 45, 5D
A2, E1, 45, 5E
CE, 88, 45, 5F
77, FE, 45, 60
BA, B2, 45, 61
9E, 9A, 45, 62
F0, E3, 45, 63
82, EB, 45, 64
11, 71, 45, 65
51, 30, 45, 66
8D, 89, 45, 67
6F, DC, 45, 68
7E, EA, 45, 69
CE, A9, 45, 6A
76, 69, 45, 6B
B7, 47, 45, 6C
9E, 6E, 45, 6D
F0, 76, 45, 6E
80, D4, 45, 6F
3B, 8C, 45, 70
51, E5, 45, 71
8C, 2C, 45, 72
62, AB, 45, 73
A, 1F, 45, 74
CE, DE, 45, 75
75, C4, 45, 76
AC, 48, 45, 77
9E, 76, 45, 78
F0, C5, 45, 79
85, 81, 45, 7A
2D, 9B, 45, 7B
51, EA, 45, 7C
8C, C7, 45, 7D
64, 36, 45, 7E
26, 0, 45, 7F
CD, 17, 45, 80
6B, 3F, 45, 81
59, 5D, 45, 82
9E, 9A, 45, 83
F7, 38, 45, 84
BA, 4A, 45, 85
D7, 97, 45, 86
50, 13, 45, 87
83, 9A, 45, 88
1F, BD, 45, 89
F2, 36, 45, 8A
CD, C, 45, 8B
6A, AA, 45, 8C
56, 66, 45, 8D
9E, AA, 45, 8E
F7, 5F, 45, 8F
BF, 37, 45, 90
F9, AC, 45, 91
50, C, 45, 92
82, 1D, 45, 93
11, 8, 45, 94
8E, 3D, 45, 95
CD, 75, 45, 96
69, C5, 45, 97
43, 6B, 45, 98
9E, B6, 45, 99
F7, E2, 45, 9A
BD, E0, 45, 9B
E3, B9, 45, 9C
50, 9, 45, 9D
82, D0, 45, 9E
14, 97, 45, 9F
5A, 20, 45, A0
CD, B2, 45, A1
6F, 70, 45, A2
78, 7C, 45, A3
9E, 9E, 45, A4
F6, 11, 45, A5
B2, AD, 45, A6
95, B6, 45, A7
50, 6E, 45, A8
81, AB, 45, A9
E, 62, 45, AA
76, 57, 45, AB
CD, F3, 45, AC
6E, EB, 45, AD
75, 1, 45, AE
9E, EA, 45, AF
F6, C4, 45, B0
B7, 16, 45, B1
BF, C3, 45, B2
50, 2F, 45, B3
80, E, 45, B4
1, E9, 45, B5
2, 5A, 45, B6
CD, 90, 45, B7
6C, 46, 45, B8
62, A, 45, B9
9E, EA, 45, BA
F6, 8B, 45, BB
B4, 43, 45, BC
A1, D8, 45, BD
50, 28, 45, BE
80, A1, 45, BF
3B, 74, 45, C0
DE, 40, 45, C1
CC, 51, 45, C2
63, 31, 45, C3
1F, 1F, 45, C4
9E, 9E, 45, C5
F5, 6E, 45, C6
AA, 8C, 45, C7
4B, D5, 45, C8
50, CD, 45, C9
87, C4, 45, CA
3E, C3, 45, CB
EA, 75, 45, CC
CC, 56, 45, CD
62, AC, 45, CE
14, 20, 45, CF
9E, B6, 45, D0
F5, ED, 45, D1
AF, F9, 45, D2
7D, E2, 45, D3
50, C2, 45, D4
86, 3F, 45, D5
30, 4E, 45, D6
86, 7A, 45, D7
CC, F, 45, D8
60, 47, 45, D9
1, 35, 45, DA
9E, AA, 45, DB
F5, 90, 45, DC
AC, 22, 45, DD
2F, 0, 45, DE
50, CB, 45, DF
85, 72, 45, E0
2B, D5, 45, E1
52, 6F, 45, E2
CC, F4, 45, E3
67, F2, 45, E4
3E, 3E, 45, E5
9E, 9A, 45, E6
F4, 47, 45, E7
A1, 6F, 45, E8
9, F4, 45, E9
50, 54, 45, EA
85, 35, 45, EB
2D, A0, 45, EC
6E, 94, 45, ED
CC, 3D, 45, EE
66, 6D, 45, EF
2B, C3, 45, F0
9E, 76, 45, F1
F4, 1A, 45, F2
A7, 58, 45, F3
33, 1, 45, F4
50, 61, 45, F5
84, E8, 45, F6
20, 2F, 45, F7
3A, 99, 45, F8
CC, 6A, 45, F9
64, D8, 45, FA
20, D4, 45, FB
9E, 6E, 45, FC
F4, 79, 45, FD
A4, 5, 45, FE
25, 1E, 45, FF
BC, 92, 46, 0
DC, 34, 46, 1
D5, 80, 46, 2
C4, 94, 46, 3
1C, 12, 46, 4
D9, DD, 46, 5
9A, 9A, 46, 6
EC, A7, 46, 7
5E, 8F, 46, 8
CE, 13, 46, 9
50, B4, 46, A
BC, 15, 46, B
DA, 81, 46, C
E9, BB, 46, D
C4, 9D, 46, E
1D, 4D, 46, F
CC, E0, 46, 10
9A, B6, 46, 11
EC, 3A, 46, 12
58, 78, 46, 13
F4, 26, 46, 14
50, 81, 46, 15
BD, C8, 46, 16
D7, E, 46, 17
BD, B6, 46, 18
C4, CA, 46, 19
1F, F8, 46, 1A
C7, F7, 46, 1B
9A, AE, 46, 1C
EC, 59, 46, 1D
5B, 25, 46, 1E
E2, 39, 46, 1F
50, F6, 46, 20
BE, A3, 46, 21
CD, 9B, 46, 22
51, A1, 46, 23
C4, 2B, 46, 24
18, 13, 46, 25
FA, FA, 46, 26
9A, 9A, 46, 27
ED, FC, 46, 28
56, EE, 46, 29
88, 4C, 46, 2A
50, 97, 46, 2B
BE, 6, 46, 2C
CA, 60, 46, 2D
65, DC, 46, 2E
C4, 78, 46, 2F
1A, CE, 46, 30
ED, 81, 46, 31
9A, FA, 46, 32
ED, 53, 46, 33
51, DB, 46, 34
B6, 47, 46, 35
50, A0, 46, 36
BF, B9, 46, 37
C0, ED, 46, 38
39, D7, 46, 39
C4, 39, 46, 3A
1B, B9, 46, 3B
E0, 94, 46, 3C
9A, EE, 46, 3D
ED, 26, 46, 3E
53, 4, 46, 3F
5C, 5A, 46, 40
50, 55, 46, 41
B8, FC, 46, 42
FD, 7A, 46, 43
CD, C3, 46, 44
C5, CE, 46, 45
14, 14, 46, 46
9B, 9B, 46, 47
9A, 96, 46, 48
EE, 95, 46, 49
4E, 71, 46, 4A
4A, 6D, 46, 4B
50, 7A, 46, 4C
B8, 37, 46, 4D
FB, C7, 46, 4E
E1, FC, 46, 4F
C5, A7, 46, 50
16, CF, 46, 51
8E, AE, 46, 52
9A, BA, 46, 53
EE, 48, 46, 54
49, BA, 46, 55
70, 60, 46, 56
50, 43, 46, 57
B9, 6A, 46, 58
F0, 4C, 46, 59
B5, E9, 46, 5A
C5, 9C, 46, 5B
17, 7A, 46, 5C
81, B5, 46, 5D
9A, AA, 46, 5E
EE, F, 46, 5F
44, E7, 46, 60
1E, 7B, 46, 61
50, 3C, 46, 62
BA, CD, 46, 63
EE, D9, 46, 64
49, E2, 46, 65
C5, 65, 46, 66
10, 15, 46, 67
B4, B8, 46, 68
9A, 96, 46, 69
EF, 52, 46, 6A
46, D0, 46, 6B
4, 8E, 46, 6C
50, D9, 46, 6D
BA, E0, 46, 6E
EB, A6, 46, 6F
1D, 1F, 46, 70
C5, C2, 46, 71
12, 40, 46, 72
AF, 4F, 46, 73
9A, 7E, 46, 74
EF, A1, 46, 75
41, 9D, 46, 76
32, 81, 46, 77
50, FE, 46, 78
BB, 9B, 46, 79
E1, 33, 46, 7A
31, 8, 46, 7B
C5, E3, 46, 7C
13, BB, 46, 7D
A2, 52, 46, 7E
9A, 6A, 46, 7F
E8, 14, 46, 80
7C, 46, 46, 81
D8, 95, 46, 82
51, 1F, 46, 83
B4, 5E, 46, 84
9E, B8, 46, 85
C5, 6, 46, 86
C6, 0, 46, 87
D, 16, 46, 88
55, 59, 46, 89
9A, AA, 46, 8A
E8, 7B, 46, 8B
7F, 33, 46, 8C
C6, AE, 46, 8D
51, 38, 46, 8E
B4, D1, 46, 8F
94, 5, 46, 90
99, 3D, 46, 91
C6, 61, 46, 92
E, 41, 46, 93
48, 6C, 46, 94
9A, BE, 46, 95
E8, 9E, 46, 96
79, FC, 46, 97
EC, A3, 46, 98
51, 1D, 46, 99
B5, 94, 46, 9A
91, 92, 46, 9B
AD, 28, 46, 9C
C6, 46, 46, 9D
F, FC, 46, 9E
43, 73, 46, 9F
9A, 96, 46, A0
E9, 3D, 46, A1
74, A9, 46, A2
9A, B4, 46, A3
51, 72, 46, A4
B6, 6F, 46, A5
8F, 1F, 46, A6
41, 27, 46, A7
C6, 9F, 46, A8
9, 17, 46, A9
76, 6, 46, AA
9A, EA, 46, AB
E9, 20, 46, AC
77, 12, 46, AD
80, C9, 46, AE
51, 1B, 46, AF
B7, 42, 46, B0
84, E4, 46, B1
15, 52, 46, B2
C6, 84, 46, B3
A, C2, 46, B4
69, D, 46, B5
9A, FA, 46, B6
E9, F7, 46, B7
72, 5F, 46, B8
AE, C2, 46, B9
51, 24, 46, BA
B7, E5, 46, BB
82, 71, 46, BC
29, 49, 46, BD
C6, AD, 46, BE
B, BD, 46, BF
1C, 10, 46, C0
9A, 96, 46, C1
EA, 4A, 46, C2
6C, 88, 46, C3
54, D7, 46, C4
51, D1, 46, C5
B0, 38, 46, C6
BF, FE, 46, C7
FD, 45, 46, C8
C7, 7A, 46, C9
5, 28, 46, CA
17, 27, 46, CB
9A, AE, 46, CC
EA, 9, 46, CD
6F, F5, 46, CE
42, E8, 46, CF
51, C6, 46, D0
B1, 73, 46, D1
B5, 4B, 46, D2
91, 72, 46, D3
C7, 3B, 46, D4
6, C3, 46, D5
A, 2A, 46, D6
9A, BA, 46, D7
EA, AC, 46, D8
6A, 3E, 46, D9
68, FD, 46, DA
51, C7, 46, DB
B1, B6, 46, DC
B2, D0, 46, DD
A5, 6F, 46, DE
C7, 8, 46, DF
0, 7E, 46, E0
3D, 31, 46, E1
9A, 9A, 46, E2
EB, 63, 46, E3
65, 6B, 46, E4
16, F6, 46, E5
51, B0, 46, E6
B2, 9, 46, E7
A8, 5D, 46, E8
79, 64, 46, E9
C7, 29, 46, EA
1, E9, 46, EB
30, C4, 46, EC
9A, 6E, 46, ED
EB, F6, 46, EE
67, 54, 46, EF
3C, B, 46, F0
51, 65, 46, F1
B3, AC, 46, F2
A5, 2A, 46, F3
D, 91, 46, F4
C7, 5E, 46, F5
2, 44, 46, F6
2B, CB, 46, F7
9A, 76, 46, F8
EB, 45, 46, F9
62, 1, 46, FA
2A, 1C, 46, FB
51, 6A, 46, FC
B3, 47, 46, FD
A3, B7, 46, FE
21, 8E, 46, FF
3D, 9E, 47, 0
DC, D0, 47, 1
9A, 9A, 47, 2
E5, 83, 47, 3
1C, 8B, 47, 4
D7, 15, 47, 5
53, 90, 47, 6
AD, E9, 47, 7
59, BD, 47, 8
F8, 83, 47, 9
C1, 89, 47, A
3C, C9, 47, B
D1, E5, 47, C
9A, AE, 47, D
E5, D6, 47, E
1E, 74, 47, F
FD, 28, 47, 10
53, 85, 47, 11
AC, 8C, 47, 12
54, A, 47, 13
8C, B6, 47, 14
C1, FE, 47, 15
3F, 64, 47, 16
CA, EA, 47, 17
9A, B6, 47, 18
E5, 65, 47, 19
1B, 21, 47, 1A
EB, 3F, 47, 1B
53, 8A, 47, 1C
AC, 67, 47, 1D
52, 97, 47, 1E
A0, A9, 47, 1F
C1, 37, 47, 20
39, 9F, 47, 21
C7, 0, 47, 22
9A, 9A, 47, 23
E4, 98, 47, 24
14, EA, 47, 25
91, 32, 47, 26
53, F3, 47, 27
AF, 3A, 47, 28
49, 1C, 47, 29
74, DC, 47, 2A
C1, 6C, 47, 2B
38, 4A, 47, 2C
F0, 84, 47, 2D
9A, EA, 47, 2E
E4, BF, 47, 2F
11, D7, 47, 30
BF, 49, 47, 31
53, AC, 47, 32
AE, FD, 47, 33
47, E9, 47, 34
8, D7, 47, 35
C1, 15, 47, 36
3B, 25, 47, 37
E5, 89, 47, 38
9A, F6, 47, 39
E4, 2, 47, 3A
13, 0, 47, 3B
A5, 5C, 47, 3C
53, A9, 47, 3D
AE, 30, 47, 3E
42, 76, 47, 3F
DC, CB, 47, 40
C0, D2, 47, 41
35, 90, 47, 42
9E, 9E, 47, 43
9A, 9E, 47, 44
E7, F1, 47, 45
C, 4D, 47, 46
53, 53, 47, 47
53, 4E, 47, 48
A9, 4B, 47, 49
78, C3, 47, 4A
F0, FC, 47, 4B
C0, D3, 47, 4C
34, 4B, 47, 4D
93, A3, 47, 4E
9A, AA, 47, 4F
E7, 64, 47, 50
9, B6, 47, 51
79, 66, 47, 52
53, 4F, 47, 53
A8, AE, 47, 54
77, 48, 47, 55
84, F1, 47, 56
C0, B0, 47, 57
36, E6, 47, 58
84, A8, 47, 59
9A, AA, 47, 5A
E7, 2B, 47, 5B
A, E3, 47, 5C
67, 7D, 47, 5D
53, 48, 47, 5E
A8, 1, 47, 5F
6D, D5, 47, 60
58, EA, 47, 61
C0, 71, 47, 62
31, 91, 47, 63
B9, BD, 47, 64
9A, 9E, 47, 65
E6, CE, 47, 66
4, 2C, 47, 67
D, 70, 47, 68
53, 2D, 47, 69
AB, A4, 47, 6A
68, A2, 47, 6B
6C, 1F, 47, 6C
C0, B6, 47, 6D
30, CC, 47, 6E
B2, 42, 47, 6F
9A, 76, 47, 70
E6, 8D, 47, 71
1, 99, 47, 72
3B, 87, 47, 73
53, E2, 47, 74
AA, 5F, 47, 75
66, 2F, 47, 76
0, 10, 47, 77
C0, EF, 47, 78
32, 27, 47, 79
A7, 57, 47, 7A
9A, 6A, 47, 7B
E6, F0, 47, 7C
2, 42, 47, 7D
21, 9A, 47, 7E
53, EB, 47, 7F
A5, 12, 47, 80
1D, B4, 47, 81
D4, 6, 47, 82
C3, 14, 47, 83
2D, 92, 47, 84
58, 5C, 47, 85
9A, 9A, 47, 86
E1, 27, 47, 87
3F, F, 47, 88
CF, 90, 47, 89
52, 34, 47, 8A
A5, 95, 47, 8B
1B, 1, 47, 8C
E8, 3D, 47, 8D
C3, 1D, 47, 8E
2C, CD, 47, 8F
4D, 61, 47, 90
9A, B6, 47, 91
E1, BA, 47, 92
39, F8, 47, 93
F5, A5, 47, 94
52, 1, 47, 95
A4, 48, 47, 96
16, 8E, 47, 97
BC, 30, 47, 98
C3, 4A, 47, 99
2E, 78, 47, 9A
46, 76, 47, 9B
9A, AE, 47, 9C
E1, D9, 47, 9D
3A, A5, 47, 9E
E3, BA, 47, 9F
52, 76, 47, A0
A7, 23, 47, A1
C, 1B, 47, A2
50, 27, 47, A3
C3, AB, 47, A4
29, 93, 47, A5
7B, 7B, 47, A6
9A, 9A, 47, A7
E0, 7C, 47, A8
37, 6E, 47, A9
89, CF, 47, AA
52, 17, 47, AB
A7, 86, 47, AC
B, E0, 47, AD
64, 5A, 47, AE
C3, F8, 47, AF
2B, 4E, 47, B0
6C, 0, 47, B1
9A, FA, 47, B2
E0, D3, 47, B3
30, 5B, 47, B4
B7, C4, 47, B5
52, 20, 47, B6
A6, 39, 47, B7
1, 6D, 47, B8
38, 51, 47, B9
C3, B9, 47, BA
2A, 39, 47, BB
61, 15, 47, BC
9A, EE, 47, BD
E0, A6, 47, BE
32, 84, 47, BF
5D, D9, 47, C0
52, D5, 47, C1
A1, 7C, 47, C2
3C, FA, 47, C3
CC, 45, 47, C4
C2, 4E, 47, C5
25, 94, 47, C6
1A, 1A, 47, C7
9A, 96, 47, C8
E3, 15, 47, C9
2F, F1, 47, CA
4B, EE, 47, CB
52, FA, 47, CC
A1, B7, 47, CD
3A, 47, 47, CE
E0, 7A, 47, CF
C2, 27, 47, D0
27, 4F, 47, D1
F, 2F, 47, D2
9A, BA, 47, D3
E3, C8, 47, D4
28, 3A, 47, D5
71, E3, 47, D6
52, C3, 47, D7
A0, EA, 47, D8
31, CC, 47, D9
B4, 6F, 47, DA
C2, 1C, 47, DB
26, FA, 47, DC
0, 34, 47, DD
9A, AA, 47, DE
E3, 8F, 47, DF
25, 67, 47, E0
1F, F8, 47, E1
52, BC, 47, E2
A3, 4D, 47, E3
2F, 59, 47, E4
48, 64, 47, E5
C2, E5, 47, E6
21, 95, 47, E7
35, 39, 47, E8
9A, 96, 47, E9
E2, D2, 47, EA
27, 50, 47, EB
5, D, 47, EC
52, 59, 47, ED
A3, 60, 47, EE
2A, 26, 47, EF
1C, 99, 47, F0
C2, 42, 47, F1
23, C0, 47, F2
2E, CE, 47, F3
9A, 7E, 47, F4
E2, 21, 47, F5
20, 1D, 47, F6
33, 2, 47, F7
52, 7E, 47, F8
A2, 1B, 47, F9
20, B3, 47, FA
30, 8E, 47, FB
C2, 63, 47, FC
22, 3B, 47, FD
23, D3, 47, FE
9A, 6A, 47, FF
DE, 84, 48, 0
DC, 7, 48, 1
4E, 9C, 48, 2
5E, AD, 48, 3
DC, BE, 48, 4
CB, BB, 48, 5
FE, 85, 48, 6
DE, 74, 48, 7
D6, D6, 48, 8
96, 96, 48, 9
9E, F2, 48, A
DC, 73, 48, B
C6, 32, 48, C
4E, B9, 48, D
5E, 40, 48, E
D9, 1, 48, F
9F, 86, 48, 10
FE, E2, 48, 11
DC, E1, 48, 12
CD, E1, 48, 13
96, BE, 48, 14
9E, 1, 48, 15
DB, 3E, 48, 16
F0, 3D, 48, 17
4E, 9E, 48, 18
5F, 3B, 48, 19
D3, 94, 48, 1A
B3, 91, 48, 1B
FE, C3, 48, 1C
DD, 1A, 48, 1D
C0, FC, 48, 1E
96, AA, 48, 1F
9F, B4, 48, 20
D6, E5, 48, 21
9A, 28, 48, 22
16, 0, 48, 23
5C, FE, 48, 24
CC, 1F, 48, 25
47, 9C, 48, 26
FE, 20, 48, 27
DB, B7, 48, 28
F7, F7, 48, 29
96, EA, 48, 2A
9F, 9B, 48, 2B
D5, D0, 48, 2C
84, 53, 48, 2D
4E, 98, 48, 2E
5C, 31, 48, 2F
C6, E2, 48, 30
1B, E7, 48, 31
FE, 1, 48, 32
D8, A0, 48, 33
EA, 82, 48, 34
96, FE, 48, 35
9F, 7E, 48, 36
D3, 1F, 48, 37
AE, 5E, 48, 38
4E, BD, 48, 39
5D, 74, 48, 3A
C3, 75, 48, 3B
2F, F2, 48, 3C
FE, 26, 48, 3D
D9, 1D, 48, 3E
E1, 9D, 48, 3F
96, 96, 48, 40
9C, DD, 48, 41
CE, 4A, 48, 42
58, 49, 48, 43
4E, 52, 48, 44
5A, 8F, 48, 45
FD, F8, 48, 46
C3, FC, 48, 47
C7, 0, 48, 48
D7, F6, 48, 49
94, A8, 48, 4A
96, AA, 48, 4B
9C, 80, 48, 4C
CD, B1, 48, 4D
42, 74, 48, 4E
4E, 7B, 48, 4F
5B, E2, 48, 50
F6, 43, 48, 51
97, C9, 48, 52
FF, A4, 48, 53
D4, 63, 48, 54
8B, A3, 48, 55
96, BA, 48, 56
9C, 57, 48, 57
C8, FC, 48, 58
6C, 7F, 48, 59
4E, 44, 48, 5A
5B, 45, 48, 5B
F0, D6, 48, 5C
AB, D2, 48, 5D
FF, 8D, 48, 5E
D5, 1C, 48, 5F
BE, BE, 48, 60
96, 96, 48, 61
9D, EA, 48, 62
C6, 2B, 48, 63
16, 6A, 48, 64
4E, 31, 48, 65
58, 98, 48, 66
ED, 59, 48, 67
7F, DF, 48, 68
FF, 5A, 48, 69
D3, 49, 48, 6A
B5, 49, 48, 6B
96, 6E, 48, 6C
9D, 69, 48, 6D
C5, 96, 48, 6E
0, 95, 48, 6F
4E, E6, 48, 70
59, 13, 48, 71
E7, 2C, 48, 72
13, 28, 48, 73
FF, DB, 48, 74
D0, A2, 48, 75
A8, 44, 48, 76
96, 7A, 48, 77
9D, CC, 48, 78
C0, 5D, 48, 79
2A, 80, 48, 7A
4E, E7, 48, 7B
59, D6, 48, 7C
E0, B7, 48, 7D
27, 35, 48, 7E
FF, E8, 48, 7F
CE, 1F, 48, 80
5F, 5F, 48, 81
96, 9A, 48, 82
9A, 3, 48, 83
FF, 8, 48, 84
D4, 8A, 48, 85
4F, 10, 48, 86
56, 69, 48, 87
9A, 3A, 48, 88
FB, 3D, 48, 89
FC, 9, 48, 8A
CF, 48, 48, 8B
52, 6A, 48, 8C
96, AE, 48, 8D
9A, 56, 48, 8E
FD, F7, 48, 8F
FE, B7, 48, 90
4F, 5, 48, 91
57, C, 48, 92
97, 8D, 48, 93
8F, 8, 48, 94
FC, 7E, 48, 95
CC, E5, 48, 96
49, 65, 48, 97
96, B6, 48, 98
9A, E5, 48, 99
F8, A2, 48, 9A
E8, A0, 48, 9B
4F, A, 48, 9C
57, E7, 48, 9D
91, 10, 48, 9E
A3, 17, 48, 9F
FC, B7, 48, A0
CA, 1E, 48, A1
7C, 70, 48, A2
96, 9A, 48, A3
9B, 18, 48, A4
F7, 69, 48, A5
92, AD, 48, A6
4F, 73, 48, A7
54, BA, 48, A8
8A, 9B, 48, A9
77, 62, 48, AA
FC, EC, 48, AB
CB, CB, 48, AC
73, B, 48, AD
96, EA, 48, AE
9B, 3F, 48, AF
F2, 54, 48, B0
BC, D6, 48, B1
4F, 2C, 48, B2
55, 7D, 48, B3
84, 6E, 48, B4
B, 69, 48, B5
FC, 95, 48, B6
C8, A4, 48, B7
66, 6, 48, B8
96, F6, 48, B9
9B, 82, 48, BA
F0, 83, 48, BB
A6, C3, 48, BC
4F, 29, 48, BD
55, B0, 48, BE
81, F1, 48, BF
DF, 75, 48, C0
FD, 52, 48, C1
C6, 11, 48, C2
1D, 11, 48, C3
96, 9E, 48, C4
98, 71, 48, C5
EF, CE, 48, C6
50, CC, 48, C7
4F, CE, 48, C8
52, CB, 48, C9
BB, 44, 48, CA
